,seniorcitizen,tenure,multiplelines,internetservice,contract,paperlessbilling,monthlycharges,churn,service_count,family,paymentmethod_Bank transfer (automatic),paymentmethod_Credit card (automatic),paymentmethod_Electronic check
479,0,15,0,2,1,0,69.0,1,0,1,1,0,0
480,0,11,0,0,3,0,19.65,0,0,1,0,0,0
481,0,48,0,1,1,1,45.3,1,3,1,1,0,0
482,1,20,0,2,1,1,81.45,0,1,0,0,0,1
483,0,72,1,2,2,1,108.5,0,5,1,1,0,0
484,0,8,0,2,1,1,83.55,1,2,1,0,0,1
485,0,72,1,2,3,1,84.5,0,1,1,0,1,0
486,0,15,1,2,1,1,100.15,0,3,0,0,0,1
487,0,72,1,1,3,1,88.6,0,5,0,1,0,0
489,0,1,1,2,1,1,74.35,1,0,1,0,0,1
490,0,63,1,2,3,1,104.8,0,4,1,1,0,0
491,0,2,0,1,1,1,59.0,0,2,0,0,0,1
492,0,2,0,2,1,1,74.4,1,1,1,0,0,1
493,1,61,1,1,2,0,64.05,0,2,1,1,0,0
494,0,1,0,0,1,0,20.4,0,0,0,0,0,0
495,0,22,0,1,2,1,43.75,1,3,0,1,0,0
496,0,28,0,1,1,0,60.9,0,3,1,0,0,0
497,0,70,0,0,3,0,19.8,0,0,1,1,0,0
498,1,5,0,1,1,0,28.45,1,1,0,0,0,1
499,0,12,1,2,1,1,99.7,1,4,0,1,0,0
501,1,71,1,2,3,1,80.7,0,1,1,0,1,0
502,0,70,1,1,2,0,65.2,0,2,1,1,0,0
503,0,52,0,2,1,1,84.05,0,3,1,1,0,0
504,0,69,1,1,3,1,79.45,0,5,1,0,1,0
505,1,20,1,2,1,1,94.1,1,3,0,0,0,1
506,0,11,1,2,1,1,78.0,0,1,1,0,0,0
507,0,2,0,2,1,1,94.2,1,3,1,0,0,1
508,0,6,1,2,1,1,80.5,1,1,1,0,0,1
509,0,1,0,0,1,0,19.85,0,0,0,0,0,0
511,0,61,1,2,1,1,106.45,0,4,0,0,0,1
512,1,5,1,2,1,1,74.35,1,0,1,0,0,1
513,0,56,1,2,1,1,105.45,0,4,0,1,0,0
514,0,30,1,2,1,1,95.0,0,4,0,0,1,0
516,0,28,0,1,2,0,54.3,0,2,0,0,0,0
517,1,5,0,2,1,0,70.05,0,0,1,0,0,1
519,0,12,0,0,1,0,20.05,0,0,0,0,1,0
520,0,67,1,2,2,1,105.4,0,4,1,0,0,1
521,1,29,1,1,1,1,51.6,0,0,1,0,0,1
522,0,55,1,2,1,0,85.5,0,1,1,1,0,0
523,0,23,1,2,1,0,75.6,1,0,0,1,0,0
524,0,34,1,2,1,1,100.05,1,3,1,0,0,1
525,0,52,0,2,2,0,91.25,0,3,0,0,0,1
526,1,72,1,2,3,1,115.75,0,6,1,0,1,0
527,0,58,1,2,2,1,94.7,0,3,1,0,1,0
528,0,35,0,0,3,0,19.6,0,0,1,0,0,0
529,1,56,1,2,3,1,99.9,0,4,0,1,0,0
530,0,24,0,0,3,1,21.1,0,0,1,0,1,0
531,0,70,0,0,3,0,20.05,0,0,1,0,1,0
532,0,2,0,2,1,1,79.95,0,1,0,0,0,1
533,1,68,1,2,2,1,107.15,0,4,1,0,1,0
534,0,1,1,2,1,1,85.0,1,1,0,0,0,1
535,0,12,1,2,1,1,89.55,0,2,0,0,0,1
536,0,63,1,2,1,1,81.55,0,1,1,1,0,0
537,0,33,0,1,2,1,58.45,0,3,1,0,0,0
538,0,69,0,2,2,1,95.65,0,3,1,0,1,0
539,0,60,0,1,3,1,80.6,0,5,1,1,0,0
540,0,72,1,2,3,1,113.1,0,6,1,1,0,0
541,0,11,1,1,1,1,58.95,0,1,0,0,0,0
542,0,1,0,0,1,0,19.55,0,0,0,0,0,0
543,0,10,1,2,1,1,86.05,1,1,0,1,0,0
544,0,13,0,1,1,1,45.55,1,3,0,0,1,0
545,0,34,0,2,2,1,78.95,0,1,1,1,0,0
546,0,39,0,2,1,1,86.3,1,2,1,0,0,0
547,0,65,1,2,2,1,105.05,0,4,0,1,0,0
548,1,50,1,2,2,1,101.9,0,4,1,1,0,0
549,0,15,0,0,1,0,19.75,0,0,0,0,0,0
550,0,72,1,2,3,1,110.3,0,5,1,1,0,0
551,0,72,1,2,3,1,115.6,0,6,1,1,0,0
552,0,55,0,0,3,0,19.35,0,0,1,1,0,0
553,0,23,1,0,3,1,25.6,0,0,1,0,1,0
554,0,32,1,2,1,1,80.35,1,1,0,1,0,0
555,0,56,1,1,2,1,68.75,0,3,1,1,0,0
556,0,1,0,0,1,0,19.9,0,0,0,1,0,0
557,0,38,0,1,2,0,70.6,0,4,0,0,0,0
558,0,11,0,2,1,0,70.2,0,0,0,0,0,1
559,0,1,0,1,1,1,49.3,0,1,0,0,0,1
560,0,56,1,2,2,1,107.25,0,4,1,0,0,1
561,0,3,1,0,1,1,23.6,0,0,1,0,0,0
562,0,7,0,1,1,0,69.7,0,3,1,0,1,0
563,0,59,1,2,3,1,99.5,0,3,1,0,1,0
564,0,7,0,1,1,0,64.3,0,3,0,1,0,0
565,0,71,0,1,3,1,70.85,0,4,1,0,1,0
566,0,15,0,2,2,0,101.9,0,4,1,0,0,1
567,0,71,1,1,3,0,73.5,0,4,1,0,1,0
568,0,35,1,2,1,1,100.25,1,3,0,0,0,1
569,0,11,0,1,2,1,40.4,0,3,0,0,1,0
570,0,60,0,0,3,1,19.25,0,0,1,0,1,0
572,0,11,0,1,2,0,64.9,0,3,0,0,1,0
574,1,28,1,2,1,1,110.85,0,5,1,0,0,1
575,0,61,0,1,3,1,81.05,0,5,1,0,0,0
576,0,31,1,2,2,0,98.05,0,3,1,1,0,0
577,0,9,0,2,1,1,70.5,0,0,0,0,0,1
578,1,35,1,2,1,1,94.55,0,3,1,0,0,1
579,0,2,0,0,1,1,19.65,0,0,0,0,0,0
580,0,12,0,0,1,0,19.0,1,0,1,0,0,0
581,0,1,0,2,1,0,75.3,1,1,0,0,0,0
582,1,4,1,2,1,1,89.2,1,2,0,0,0,1
583,0,1,0,0,1,1,19.0,0,0,1,0,0,0
584,0,3,0,0,1,1,20.0,0,0,0,0,0,0
585,1,1,1,2,1,1,85.7,1,1,0,0,0,1
586,0,52,0,1,3,1,63.25,0,3,0,0,1,0
587,0,5,0,0,2,0,20.1,0,0,1,0,0,0
588,0,72,1,2,3,1,99.15,0,4,1,0,0,1
589,0,71,1,1,3,0,90.4,0,6,1,0,0,1
590,0,72,1,2,3,1,111.9,0,5,1,0,1,0
591,0,46,1,0,2,0,24.9,0,0,1,0,0,1
592,0,63,1,1,3,0,83.5,0,5,1,0,1,0
593,0,30,0,2,1,1,84.3,0,3,0,0,1,0
594,0,1,0,1,1,0,45.6,0,0,0,0,0,0
595,0,12,1,1,1,1,61.65,1,3,0,0,0,0
596,0,16,0,1,3,0,54.85,0,5,0,0,0,0
597,0,4,1,1,1,0,65.55,0,2,0,0,0,0
598,0,51,1,2,2,1,90.35,0,2,1,0,1,0
599,0,65,0,0,3,1,20.4,0,0,1,0,1,0
600,0,16,0,2,1,1,74.55,0,1,0,0,1,0
601,0,2,0,0,2,0,19.95,0,0,0,0,0,0
602,0,66,1,2,2,1,74.25,0,0,1,1,0,0
604,0,32,1,2,2,1,109.55,0,5,0,1,0,0
605,0,72,1,1,3,0,86.65,0,5,1,0,1,0
606,0,38,0,1,3,0,81.0,0,5,1,0,1,0
607,0,51,0,1,2,0,47.85,0,1,1,0,1,0
608,0,72,1,2,3,0,114.55,0,6,1,1,0,0
610,0,9,0,1,1,1,29.95,1,1,1,0,0,1
611,0,9,0,1,1,0,65.0,1,4,1,0,0,0
612,0,66,0,0,3,0,20.55,0,0,1,0,0,0
614,0,50,1,1,3,0,69.5,0,3,0,1,0,0
615,0,15,1,1,1,0,48.85,0,0,0,0,0,0
616,0,8,0,1,1,1,25.25,0,0,0,0,1,0
617,1,66,1,2,2,1,102.85,0,4,0,0,1,0
618,0,57,1,2,1,1,87.55,0,3,0,1,0,0
619,0,7,1,2,1,1,78.55,0,1,0,1,0,0
620,1,10,0,1,1,1,34.55,0,1,1,1,0,0
621,0,62,1,2,2,1,92.05,0,3,0,0,0,1
622,0,40,0,2,2,1,85.05,0,2,1,0,0,1
623,0,20,0,0,3,0,19.7,0,0,0,0,0,0
624,0,7,0,0,1,0,20.0,1,0,0,1,0,0
625,0,25,0,2,1,1,95.15,0,3,1,0,0,1
626,0,23,1,2,1,0,84.25,0,2,1,0,0,1
627,1,66,1,2,2,0,104.6,0,4,1,0,1,0
631,0,46,1,1,1,0,55.0,0,1,1,1,0,0
632,0,72,1,1,3,0,89.85,0,6,1,0,1,0
633,0,10,0,0,2,0,20.35,0,0,0,0,0,0
634,0,40,0,1,2,1,54.55,0,4,0,1,0,0
635,0,65,1,2,1,1,105.5,1,4,1,0,0,1
636,0,31,0,2,3,0,99.45,0,4,0,1,0,0
637,0,68,1,1,3,0,70.9,0,4,1,0,1,0
638,1,56,1,2,2,1,104.55,1,4,1,1,0,0
639,0,10,1,2,1,1,85.25,1,1,1,0,0,1
640,0,68,1,0,3,0,25.4,0,0,1,1,0,0
641,0,43,0,1,1,0,56.15,1,1,1,0,0,1
642,0,1,0,2,1,1,89.55,1,2,0,0,0,1
643,1,49,0,2,2,1,89.85,0,3,0,1,0,0
644,0,15,1,0,1,1,25.25,0,0,1,0,0,1
645,1,20,1,2,1,1,94.55,1,2,1,0,0,1
646,0,1,0,1,1,1,45.7,1,0,0,0,0,0
647,0,50,1,1,2,1,69.65,0,3,1,0,0,1
648,1,2,1,2,1,0,89.5,1,2,0,0,0,1
650,0,3,0,2,1,1,69.55,1,0,0,1,0,0
651,0,1,0,2,1,1,74.6,1,1,0,0,0,0
652,0,35,0,0,3,0,20.1,0,0,1,0,0,0
653,0,17,1,0,1,0,24.8,0,0,0,0,0,0
655,0,10,0,2,1,1,95.1,0,3,0,0,1,0
656,0,68,1,1,3,1,88.85,0,6,1,0,1,0
657,0,45,0,1,2,0,78.8,0,5,1,1,0,0
658,0,2,0,0,2,0,19.85,1,0,1,0,0,0
659,0,37,0,0,1,0,20.35,0,0,1,1,0,0
660,0,4,0,1,1,1,24.25,1,0,0,0,0,0
661,0,10,0,1,1,0,45.25,0,0,0,0,0,0
662,0,1,0,0,1,0,20.05,0,0,0,0,0,0
663,0,65,1,1,3,1,69.55,0,3,1,0,0,0
664,0,57,0,0,3,0,19.5,0,0,1,1,0,0
665,0,3,0,2,1,1,74.75,0,1,0,0,0,0
666,0,2,0,2,1,0,69.65,1,0,0,0,0,1
667,0,49,0,1,1,1,30.2,0,1,0,1,0,0
668,0,4,0,1,1,0,45.65,1,0,0,0,0,0
669,0,70,0,1,3,0,57.8,0,5,1,1,0,0
670,0,53,0,0,2,1,19.85,0,0,1,1,0,0
671,0,53,1,0,3,0,25.55,0,0,1,0,1,0
672,0,1,1,2,1,1,75.05,1,0,0,0,0,0
673,0,22,1,0,1,1,24.85,0,0,0,0,1,0
674,1,52,0,1,1,1,49.15,1,3,0,0,0,1
676,0,48,1,0,2,0,24.55,0,0,0,1,0,0
677,0,2,0,1,1,1,34.7,1,1,0,0,0,1
678,0,3,1,2,1,0,107.95,0,4,0,0,0,0
679,0,45,1,2,1,0,81.4,0,1,1,1,0,0
680,0,1,0,2,1,0,80.0,1,1,1,0,0,1
681,0,61,0,1,3,1,73.8,0,4,1,1,0,0
682,0,3,0,1,1,1,64.4,0,3,0,0,1,0
683,1,40,1,2,2,1,103.75,0,4,0,0,1,0
684,0,1,0,2,1,0,71.1,0,0,0,0,0,0
685,0,1,0,1,1,1,49.9,0,1,0,0,0,1
686,0,51,1,0,2,1,24.6,0,0,0,1,0,0
687,1,2,0,1,1,1,49.25,1,1,0,0,0,1
688,0,52,0,1,2,0,30.1,0,1,0,0,0,0
689,0,51,1,2,1,0,83.4,0,1,0,1,0,0
690,0,1,0,0,1,1,20.45,0,0,0,0,0,0
691,0,31,1,1,2,1,75.25,0,4,1,1,0,0
692,0,47,0,0,2,0,20.55,0,0,1,0,1,0
693,0,3,1,2,1,1,75.1,1,0,0,0,1,0
694,1,22,0,0,2,1,20.05,0,0,0,0,0,0
695,0,1,0,0,1,1,20.65,0,0,1,0,0,0
696,0,72,1,1,3,1,85.15,0,5,1,1,0,0
697,0,3,0,1,1,1,50.15,1,1,1,0,0,1
698,1,47,0,2,2,1,84.95,0,2,1,1,0,0
699,0,72,1,1,3,1,66.5,0,3,1,0,1,0
700,0,66,1,1,3,1,63.3,0,2,1,1,0,0
701,0,35,1,2,1,0,83.15,0,1,0,0,0,1
702,0,29,1,2,1,1,84.9,0,1,0,0,0,1
703,0,2,0,0,1,1,20.55,0,0,0,0,0,0
704,0,4,0,1,1,0,49.25,0,1,0,0,0,0
705,0,25,0,2,1,1,79.85,1,2,0,1,0,0
706,0,65,0,1,3,1,59.6,0,3,0,0,0,0
707,1,27,1,2,2,1,104.65,0,4,0,1,0,0
708,0,29,0,2,1,1,75.3,0,1,1,0,1,0
709,0,29,1,1,1,0,80.1,0,4,1,0,1,0
710,0,1,0,0,1,0,19.55,1,0,0,0,0,0
711,0,20,0,2,1,1,81.0,0,2,1,0,0,0
712,0,58,1,0,3,1,24.7,0,0,0,0,1,0
713,0,14,1,2,1,1,86.0,0,2,1,0,0,0
714,0,72,1,0,3,0,25.4,0,0,1,0,0,0
715,0,46,1,2,1,1,89.15,0,2,0,0,1,0
716,0,71,0,1,3,0,58.25,0,5,1,1,0,0
717,0,32,1,2,1,1,85.65,0,1,0,1,0,0
718,0,26,0,1,1,1,50.35,0,3,0,0,1,0
719,1,68,1,2,1,1,80.35,0,1,1,0,1,0
720,0,2,0,0,2,0,20.2,0,0,1,0,0,0
721,0,61,0,0,3,0,20.55,0,0,1,0,1,0
722,0,4,1,2,1,1,85.95,1,1,1,0,0,1
723,0,3,0,1,1,1,45.35,1,0,0,0,0,1
724,1,33,1,2,1,1,94.5,1,2,1,0,0,1
725,1,9,0,0,1,1,21.25,0,0,1,0,0,0
726,0,22,1,0,3,0,26.25,0,0,0,0,0,0
727,0,5,0,2,1,1,80.85,0,1,1,0,0,1
729,0,65,1,1,3,1,74.2,0,4,0,0,1,0
730,0,45,1,2,1,1,87.25,1,2,0,0,0,1
731,0,5,0,0,1,0,20.35,0,0,0,0,0,0
732,0,25,0,2,1,1,75.5,0,1,1,0,0,1
733,0,72,1,2,3,0,79.05,0,1,1,1,0,0
734,0,27,1,2,1,0,90.15,0,2,1,1,0,0
735,0,32,0,1,1,0,50.6,0,3,1,0,1,0
736,0,30,1,2,2,0,110.45,0,5,0,0,1,0
737,0,70,0,2,3,0,101.0,0,5,1,0,1,0
738,1,42,1,2,1,1,79.35,0,1,0,1,0,0
739,1,72,1,1,3,1,89.85,0,6,1,1,0,0
740,0,47,1,1,3,1,65.0,0,3,0,0,0,0
741,0,2,0,2,1,1,80.45,0,2,0,0,0,1
742,0,10,1,2,1,0,98.55,1,3,0,0,0,1
743,0,61,1,0,3,1,24.1,0,0,1,0,0,0
744,0,5,0,1,1,1,44.05,0,0,0,0,1,0
745,1,72,1,2,3,1,110.8,0,5,1,0,1,0
746,1,72,1,2,3,1,114.95,0,6,1,1,0,0
747,1,3,0,2,1,0,75.05,0,1,0,0,0,0
748,0,48,0,0,3,0,19.25,0,0,1,0,0,0
749,0,63,0,2,2,1,90.05,0,3,0,0,1,0
750,0,27,0,1,1,1,56.7,0,2,0,0,0,0
751,0,70,0,1,3,1,80.15,0,5,1,0,1,0
752,0,7,0,1,1,1,71.35,0,4,1,0,1,0
754,0,2,0,2,1,0,90.35,0,3,1,0,0,1
755,1,20,1,2,1,1,98.55,1,3,0,0,0,1
756,0,66,0,0,3,0,19.7,0,0,0,1,0,0
757,0,3,0,0,1,0,19.85,0,0,0,0,0,0
758,0,15,0,2,1,1,85.9,1,2,1,1,0,0
759,0,72,1,2,3,1,90.35,0,3,1,1,0,0
760,0,1,0,0,1,0,20.8,0,0,0,0,0,0
761,0,22,0,2,1,0,89.25,1,2,0,0,0,1
762,0,3,0,2,1,1,70.3,1,0,1,0,0,1
763,0,72,1,1,3,0,66.85,0,3,1,1,0,0
764,0,65,0,0,3,0,19.9,0,0,1,0,0,0
765,0,11,0,1,1,1,35.8,0,1,0,0,0,0
766,0,22,1,2,1,1,78.85,0,1,0,0,0,0
767,0,14,0,0,2,0,20.4,0,0,0,1,0,0
768,0,41,0,2,1,1,74.25,0,1,0,0,0,1
769,0,17,0,1,2,0,64.8,0,3,1,0,0,0
770,0,11,0,0,1,1,20.45,0,0,0,0,1,0
771,0,15,1,2,1,1,93.35,1,2,0,0,0,1
772,0,1,0,0,1,0,19.9,1,0,0,0,0,0
773,0,5,0,2,1,1,88.9,1,3,1,0,0,0
774,0,33,0,2,2,1,95.8,1,3,1,0,0,1
775,0,72,1,2,3,1,110.65,0,5,1,0,1,0
776,0,3,0,1,1,0,40.3,0,2,1,0,0,0
777,0,2,1,2,1,1,82.0,1,1,0,0,0,1
778,0,59,1,2,2,1,107.0,0,5,1,0,1,0
779,0,2,0,1,1,0,45.35,1,0,0,0,0,1
780,0,71,0,1,3,1,73.35,0,4,1,0,1,0
781,0,5,0,1,1,0,44.8,0,0,1,0,0,0
782,0,27,0,1,1,1,54.75,0,2,1,0,1,0
783,0,1,0,1,1,1,52.2,1,1,0,0,0,1
784,0,63,0,1,2,1,40.6,0,3,1,1,0,0
786,0,72,1,1,3,0,55.3,0,1,1,1,0,0
787,0,34,1,1,1,1,60.85,0,2,1,1,0,0
788,0,24,1,1,2,0,78.4,0,4,1,0,0,1
789,0,72,1,1,3,0,69.65,0,4,0,1,0,0
790,0,60,0,1,3,0,59.85,0,5,1,0,1,0
791,0,68,1,1,2,1,76.9,0,4,0,0,1,0
792,0,8,0,0,3,1,19.85,0,0,1,0,0,0
793,0,34,0,1,3,0,67.65,0,4,1,0,1,0
794,0,6,0,1,1,0,45.0,0,2,0,0,1,0
795,0,2,0,1,1,1,64.2,0,3,1,0,0,0
796,0,31,1,2,2,0,81.7,0,1,0,0,1,0
797,0,20,1,0,1,1,25.55,0,0,1,1,0,0
798,0,1,0,0,1,0,20.0,0,0,1,0,0,1
799,0,62,1,2,2,1,96.75,1,3,0,0,0,1
801,0,10,1,2,1,1,98.5,1,3,0,0,0,1
802,0,39,1,0,3,1,23.8,0,0,1,0,0,0
803,0,46,0,1,3,1,64.2,0,3,1,0,1,0
804,0,6,0,2,1,1,85.35,1,2,0,0,0,1
805,0,72,1,1,3,1,76.8,0,3,1,1,0,0
806,0,18,0,1,1,0,55.2,0,2,0,0,1,0
807,0,71,1,2,3,1,108.55,0,5,1,0,1,0
808,0,40,1,2,1,1,101.3,1,3,1,0,0,1
809,0,1,0,2,1,1,69.55,1,0,0,0,0,1
810,0,58,1,2,2,1,103.25,1,4,0,1,0,0
812,0,42,1,0,3,0,25.25,0,0,1,0,0,1
813,0,34,0,1,2,0,30.4,0,1,1,1,0,0
814,1,5,0,0,1,0,20.05,0,0,0,1,0,0
815,0,25,1,2,1,1,84.6,0,1,0,0,0,0
816,0,2,0,2,1,1,86.2,1,2,0,0,0,0
817,0,55,0,2,2,1,103.7,0,5,1,1,0,0
818,0,21,1,2,1,1,111.2,1,5,1,0,0,1
819,0,70,1,2,3,1,88.0,0,3,1,0,1,0
820,0,61,1,2,1,1,106.35,0,4,1,0,0,1
821,0,43,0,1,3,1,79.15,0,5,1,0,1,0
822,0,47,1,2,2,1,103.1,0,4,0,0,0,1
823,0,5,0,1,1,1,63.95,0,3,0,0,1,0
824,0,62,1,0,3,1,25.8,0,0,0,0,1,0
825,0,16,0,2,1,1,89.45,1,3,1,0,1,0
826,1,7,1,2,1,1,95.6,1,2,1,1,0,0
827,0,14,1,0,1,0,25.55,0,0,1,0,0,0
828,0,60,0,2,2,0,90.95,1,3,1,0,0,1
829,0,34,0,1,1,1,44.85,0,3,1,0,0,1
830,0,50,1,2,2,0,108.55,1,5,1,0,0,1
831,0,38,1,0,3,0,25.05,0,0,1,0,1,0
832,0,70,0,1,2,0,74.1,0,5,1,0,1,0
833,0,37,1,2,1,1,88.8,0,2,1,0,0,1
834,1,4,0,2,1,1,78.85,1,1,0,0,0,1
835,1,60,1,2,1,1,93.25,0,3,1,0,0,1
836,0,62,0,1,2,0,71.4,0,4,1,0,1,0
837,0,1,0,1,1,0,44.4,1,0,0,0,0,0
838,0,36,0,1,1,1,79.2,0,5,0,0,1,0
839,0,44,0,0,3,0,20.4,0,0,0,0,1,0
840,1,55,1,2,2,1,100.0,1,3,0,0,0,1
841,0,72,1,2,3,1,105.0,0,4,1,0,1,0
843,0,13,0,1,1,1,30.85,0,1,0,1,0,0
844,0,1,0,2,1,1,89.9,1,2,0,0,0,1
845,0,15,0,0,2,0,20.55,0,0,1,0,0,0
846,0,65,0,1,3,1,84.85,0,6,0,1,0,0
847,0,12,0,1,2,0,33.15,0,2,1,0,1,0
848,0,72,1,1,3,1,92.0,0,6,1,0,1,0
849,0,72,1,1,3,0,89.8,0,6,1,0,1,0
850,0,72,1,2,3,1,115.8,0,6,1,1,0,0
851,0,52,1,1,3,1,85.15,0,5,1,0,0,0
852,0,2,1,0,1,0,24.85,0,0,0,0,0,0
853,0,5,0,1,1,1,64.35,0,3,0,0,0,1
854,0,68,0,0,3,0,20.5,0,0,0,0,1,0
855,0,62,1,2,2,1,100.15,1,3,1,0,0,1
856,0,72,1,1,3,0,86.05,0,5,0,0,1,0
857,0,1,0,1,1,0,50.8,1,1,0,0,0,1
858,0,66,1,2,2,0,89.0,0,3,1,0,0,1
859,0,72,0,1,3,1,64.8,0,6,1,0,1,0
860,0,26,0,0,2,0,19.8,0,0,0,0,1,0
861,0,64,1,2,3,0,93.4,0,3,1,1,0,0
862,1,20,0,2,1,1,73.65,1,1,1,0,0,1
863,0,3,0,2,1,1,95.1,1,3,0,0,0,1
864,0,22,1,2,1,1,94.65,1,2,0,0,1,0
865,0,4,0,2,1,1,80.6,1,2,1,0,0,0
866,0,62,0,1,3,1,39.0,0,2,1,1,0,0
867,0,5,0,0,1,1,20.5,0,0,0,0,0,0
868,0,59,1,2,2,0,85.55,1,1,1,0,0,1
869,0,3,1,0,3,1,26.4,0,0,1,0,0,0
870,0,72,1,2,3,1,98.2,0,4,1,1,0,0
871,0,57,0,2,2,1,97.55,0,4,1,0,1,0
872,0,66,0,0,3,0,19.95,0,0,1,0,1,0
873,0,60,0,1,1,1,50.8,1,3,0,0,0,1
874,0,45,1,2,3,0,99.7,0,3,1,1,0,0
875,0,3,0,1,1,1,34.8,0,1,0,0,1,0
876,0,15,0,2,1,0,105.1,1,5,0,0,0,1
877,0,51,0,1,2,0,60.15,0,5,1,1,0,0
878,0,60,1,1,2,0,64.75,0,3,0,0,0,1
879,0,33,1,1,1,1,54.65,0,1,0,1,0,0
880,0,10,0,2,1,1,110.1,1,6,0,0,0,1
881,1,26,0,0,2,0,19.3,0,0,0,0,1,0
882,0,6,0,2,1,0,83.9,1,2,0,0,0,1
883,0,67,1,2,2,1,111.25,0,5,1,0,0,1
884,0,49,0,1,2,1,35.8,0,2,1,0,1,0
885,0,1,0,0,1,1,20.05,0,0,0,0,0,0
886,1,7,0,2,1,1,84.35,0,2,0,0,0,1
888,0,37,0,2,2,0,91.2,0,2,1,0,1,0
889,0,63,1,2,1,1,100.55,1,4,1,0,0,1
890,0,31,1,2,1,0,89.3,0,3,1,0,0,1
891,0,50,1,2,1,1,103.85,1,4,1,1,0,0
892,1,32,1,2,1,1,81.1,0,1,0,0,1,0
893,0,1,0,1,1,0,24.6,1,0,0,0,0,1
894,0,63,1,2,2,1,81.2,0,1,1,0,1,0
895,0,30,1,2,1,1,94.3,0,3,0,0,1,0
896,0,71,1,2,3,1,116.1,0,6,1,1,0,0
897,0,53,1,2,3,0,105.55,0,4,0,0,0,1
898,0,12,0,2,1,1,98.9,1,4,0,1,0,0
899,0,50,1,2,1,1,94.4,0,3,1,0,1,0
900,0,2,0,0,1,0,19.5,0,0,0,0,0,0
902,0,17,0,2,1,0,93.85,1,3,0,0,0,1
903,0,56,0,2,2,1,105.6,0,5,1,0,1,0
904,0,67,0,1,3,0,81.35,0,5,1,0,1,0
905,1,9,1,2,1,1,100.5,1,3,0,0,0,1
906,0,4,0,1,1,1,56.4,0,1,0,0,0,1
907,0,19,0,1,2,1,65.35,0,3,0,1,0,0
908,0,8,0,0,1,0,19.95,0,0,1,0,0,0
909,0,71,1,2,3,1,111.25,0,5,0,0,0,1
910,1,10,0,2,1,1,72.85,1,1,0,0,0,1
912,0,72,1,2,2,1,106.1,0,4,1,1,0,0
913,0,12,0,0,2,0,20.05,0,0,0,0,1,0
914,0,72,1,0,3,1,25.2,0,0,1,1,0,0
915,1,1,1,2,1,1,73.55,1,0,1,0,0,1
916,1,23,0,2,1,1,75.4,0,1,0,1,0,0
917,0,72,0,1,3,1,65.55,0,6,0,1,0,0
918,0,26,1,2,1,1,80.7,0,1,0,0,0,1
919,0,21,0,2,2,1,104.55,0,5,0,0,0,0
920,0,60,1,0,2,0,24.15,0,0,1,1,0,0
921,0,12,0,0,1,0,20.45,0,0,0,0,0,0
922,0,16,1,2,1,1,75.4,0,0,1,0,0,1
923,0,63,1,1,2,1,79.7,0,4,1,0,1,0
924,1,22,0,2,1,0,81.7,0,2,0,0,0,1
925,0,32,0,1,1,0,76.3,0,5,1,1,0,0
926,1,3,1,2,1,1,79.4,1,1,0,0,0,1
927,0,13,0,2,1,1,81.15,1,2,0,0,0,1
928,0,68,1,2,3,1,103.75,0,4,1,0,1,0
929,0,30,0,2,2,0,86.45,0,2,1,0,0,1
930,0,16,0,2,1,0,75.1,0,1,0,1,0,0
931,0,33,0,2,3,0,80.6,0,2,0,1,0,0
932,0,72,0,0,3,0,19.3,0,0,1,0,1,0
933,1,4,1,2,1,1,84.6,1,1,0,0,0,1
934,0,12,0,1,2,1,33.6,0,2,0,0,0,0
935,1,4,1,2,1,1,83.25,0,1,1,0,0,1
937,0,6,1,2,1,1,79.05,1,1,0,0,0,1
938,0,65,1,2,2,1,108.05,0,5,1,0,1,0
939,0,15,0,0,1,0,19.9,0,0,0,0,0,0
940,0,24,0,0,2,0,21.05,0,0,1,1,0,0
941,0,13,0,1,1,0,30.15,0,1,1,0,0,1
942,0,24,0,2,1,1,79.85,0,1,0,0,1,0
943,0,72,0,1,3,0,65.5,0,6,1,1,0,0
944,0,54,1,2,1,1,104.1,0,4,1,1,0,0
945,0,3,1,2,1,0,74.4,1,0,0,1,0,0
946,0,4,0,0,1,1,20.5,0,0,1,0,0,0
947,1,32,1,2,1,1,91.35,0,2,1,0,0,0
948,1,35,1,2,1,1,99.05,1,3,0,0,0,1
949,0,35,0,0,3,0,20.5,0,0,1,1,0,0
950,1,2,0,1,1,0,44.95,1,0,0,0,0,0
951,0,8,0,2,1,0,75.6,0,1,0,0,0,1
952,0,22,0,1,1,0,55.1,0,2,0,0,0,0
953,0,15,0,1,1,0,58.95,0,3,0,0,0,1
954,0,22,1,2,1,1,95.1,0,2,0,0,0,1
955,0,1,0,1,1,0,44.7,1,0,1,0,1,0
956,0,71,1,0,3,0,25.45,0,0,1,1,0,0
957,0,4,0,1,1,0,56.75,0,2,0,0,0,1
958,0,25,1,1,1,0,81.75,0,5,0,1,0,0
959,0,32,0,2,1,1,86.1,0,2,1,0,0,1
960,1,7,0,1,1,0,29.8,0,1,1,1,0,0
961,0,17,0,0,2,1,20.5,0,0,0,0,0,0
962,1,8,0,1,1,0,60.9,0,2,1,1,0,0
964,0,1,0,1,1,1,45.7,1,0,0,0,0,0
966,0,7,0,0,1,0,19.25,1,0,0,0,0,1
967,0,3,0,0,1,0,20.85,0,0,1,0,0,0
968,0,71,0,1,3,0,77.35,0,5,0,0,1,0
969,0,2,1,2,1,1,96.0,1,2,0,0,0,1
